AreaZone,IntersectionType,CollisionType,Municipality,Latitude,Longitude,RoadCategory,RoadNumber,TrafficRegime,NrOfTrafficLanes,UpstreamTerminalNumber,DistanceToPR,AccidentSituation,StruckWithFixedObject,StruckWithMovingObject,InitialShockPoint
2,2,3,19,,,9,0,2,2,,,1,0,2,3
2,9,3,620,4993500,293400,2,17,2,0,0,0,1,0,2,7
2,1,3,113,,,4,0,2,3,,,1,0,2,3
1,1,1,356,0,0,3,116,2,2,0,0,1,0,0,1
2,2,3,43,,,4,0,2,2,,,1,0,2,8
2,1,6,55,4332656,543808,3,4,2,3,,,1,0,1,1
2,4,6,63,4889322,243739,4,0,1,1,,,3,0,0,0
2,1,3,118,,,4,0,1,4,23,800,1,0,2,6
2,1,4,27,,,4,0,2,2,,,1,0,2,4
2,3,3,55,4329080,536739,4,0,1,1,0,0,1,0,2,3
2,1,6,88,,,4,0,2,2,,,1,8,2,8
1,1,7,200,0,0,3,1083,3,2,32,450,3,0,0,9
2,1,1,116,0,0,3,6014,2,2,5,650,1,0,2,3
2,3,3,55,,,4,1,1,1,,,1,0,2,7
1,1,3,15,4565038,15894,3,939,2,2,28,885,1,0,2,8
2,4,7,106,,,4,0,2,4,,,1,0,1,8
1,6,6,126,,,3,0,1,2,,,1,0,1,2
1,1,4,64,,,1,13,3,3,5,800,1,0,2,4
2,1,2,88,,,4,0,1,3,,,1,0,2,4
2,1,3,103,,,4,0,2,2,0,0,1,0,2,3
2,2,3,12,,,4,102,1,1,,,1,14,2,3
1,1,7,269,4418450,74662,3,215,2,2,5,300,3,13,0,2
1,1,5,5,4894590,247660,1,3,3,3,12,317,0,0,2,9
2,2,3,120,4886480,240136,4,,2,2,,,1,0,2,5
1,1,4,527,4900940,253910,4,,1,1,,,1,0,2,4
2,1,3,300,,,4,0,2,0,,,1,0,2,8
2,1,7,102,,,4,0,2,2,,,1,6,0,7
2,1,6,415,,,4,0,2,2,,,1,0,2,1
2,3,3,50,,,4,0,2,3,,,1,0,2,8
1,1,5,402,0,0,3,2,2,2,37,400,1,1,2,6
2,3,6,19,,,9,0,2,2,,,1,1,0,1
1,1,6,54,4763070,-311672,4,3,2,0,,,3,2,0,9
1,1,7,455,0,0,3,978,2,2,8,500,3,0,9,2
2,1,3,134,4873440,137624,6,,2,1,,,1,0,2,8
1,1,6,438,4780600,556100,2,19,2,0,85,500,3,13,0,1
2,1,2,106,,,4,0,2,3,,,1,0,2,4
1,1,6,266,4541400,409900,3,3,2,2,4,50,3,13,0,1
2,1,6,50,,,2,0,2,4,,,1,0,2,0
1,1,7,19,,,3,0,1,2,,,1,4,0,9
1,1,3,381,4862600,297400,3,201,2,2,19,500,1,0,9,1
2,1,2,7,,,3,0,2,0,1,245,1,0,2,4
2,1,6,78,0,0,3,35,2,2,,,1,1,1,1
2,1,6,79,,,2,,0,0,,,1,0,1,1
1,1,5,90,4875348,615627,1,31,3,6,257,100,1,3,2,8
1,1,1,359,0,0,3,757,2,2,58,250,1,0,2,3
1,1,6,220,4795400,591600,3,417,2,2,3,900,3,13,0,1
2,3,3,771,5041974,287262,4,0,2,2,,,1,0,2,3
2,2,6,30,,,4,0,2,3,,,1,0,2,2
2,2,3,195,,,4,0,2,2,,,1,9,2,7
1,1,7,226,0,0,9,0,0,0,0,0,0,13,0,2
2,1,6,183,,,4,0,2,2,,,1,0,1,0
1,4,1,34,4972429,109239,3,50,2,2,42,273,1,0,2,2
2,6,6,81,0,0,4,23,2,2,0,0,1,6,0,1
2,1,6,40,,,9,0,1,2,,,1,0,2,8
1,1,6,440,0,0,3,26,2,1,24,710,3,6,0,1
2,1,6,330,0,0,4,0,2,2,0,0,3,6,0,1
1,1,2,136,,,3,0,2,4,,,1,3,2,4
2,1,3,55,4328482,542398,4,0,0,2,,,1,0,2,2
2,2,3,81,,,4,0,2,2,,,1,0,2,7
2,2,3,218,,,4,0,2,2,,,1,0,2,7
2,2,3,20,,,4,,1,1,1009,0,1,0,2,8
2,1,3,108,4887330,232097,4,,2,2,,,1,0,2,5
1,1,3,468,,,1,104,3,3,26,600,1,0,2,3
2,1,1,404,4817400,321000,2,60,2,2,34,420,1,0,2,3
2,2,3,31,4515203,153267,3,920,2,3,51,1027,1,0,2,2
2,1,6,72,,,3,0,2,2,,,1,0,1,1
2,1,5,636,0,0,4,0,2,2,0,0,1,0,2,9
1,1,4,545,,,3,913,2,2,2,821,1,0,2,4
2,3,3,477,,,3,0,2,2,7,200,1,0,2,8
2,1,6,169,,,3,0,2,2,,,1,0,1,1
1,1,6,555,,,1,624,0,0,0,300,0,0,0,0
2,2,3,7,,,4,0,2,1,0,1,1,0,2,2
1,1,6,5,,,1,50,1,3,12,850,1,0,0,8
2,4,6,383,,,4,0,2,4,,,1,0,2,2
2,1,3,555,,,4,0,1,0,,,1,0,2,1
2,1,7,407,,,4,0,2,2,1,0,1,0,0,0
2,1,3,5,,,4,0,2,2,,,1,0,2,5
1,1,6,56,0,0,3,4,2,0,2,0,3,13,0,9
2,1,2,50,,,4,0,2,4,,,1,0,2,5
1,1,6,350,,,2,351,3,2,0,100,1,0,0,0
2,1,6,88,,,4,0,0,1,,,1,0,1,2
2,1,6,66,,,9,0,2,2,0,1,1,0,1,1
2,2,6,50,4,0,3,301,2,2,0,0,1,0,1,1
1,1,6,4,4,0,2,7,2,2,23,200,3,2,0,1
2,1,6,79,0,0,3,6007,3,4,4,185,1,0,1,2
2,1,6,738,4939591,316439,3,323,2,2,,,1,0,1,2
2,1,3,88,,,4,0,2,1,,,1,0,2,8
1,1,3,362,4,0,3,24,2,2,14,330,1,0,2,7
1,1,2,50,,,1,14,1,3,3,0,1,0,2,4
2,1,6,268,0,0,4,0,1,2,0,0,1,0,1,1
2,1,4,55,4,0,2,2,2,6,7,103,1,0,2,9
2,1,3,55,,,4,0,2,0,,,1,0,2,3
1,2,3,137,4978560,465825,2,43,2,2,49,659,1,0,2,7
2,1,3,129,,,3,0,2,2,,,1,0,2,3
2,6,7,261,,,4,0,0,0,0,0,1,0,0,6
2,1,7,55,,,4,0,2,4,,,1,0,1,1
2,2,3,50,,,3,131,2,4,,,1,0,2,6
1,1,2,116,0,0,1,8,3,2,46,0,1,0,2,6
1,1,1,62,0,0,3,900,2,2,16,700,1,0,2,3
1,1,3,56,4414200,493400,4,0,2,2,0,0,1,0,2,8
2,1,3,155,,,4,0,2,2,,,1,0,2,5
1,1,6,202,0,0,3,106,2,2,13,300,1,13,0,7
1,1,6,32,0,0,2,1,2,0,0,0,1,13,0,3
1,1,2,166,0,0,3,923,2,3,0,0,0,0,2,4
2,1,6,157,4945037,104617,4,0,2,2,,,1,6,0,1
1,1,5,369,4864859,-61932,3,962,2,2,24,550,1,0,2,2
2,1,6,26,,,2,0,3,4,,,1,0,1,1
2,1,3,85,,,2,520,3,6,,,1,0,2,8
2,4,1,113,,,4,0,2,2,,,1,0,2,6
2,1,3,55,4328503,538813,4,0,2,4,,,1,0,2,2
2,1,3,243,,,3,910,2,0,,,1,0,2,7
1,1,3,81,4769000,645600,2,19,2,2,67,700,1,0,0,8
1,3,1,123,4300036,19795,3,935,2,2,72,0,1,6,2,3
2,1,6,51,,,4,0,2,2,,,1,1,0,5
2,1,1,258,4784021,731215,3,2,2,2,0,0,1,0,2,1
2,1,2,28,,,3,0,2,2,,,1,0,2,4
2,1,6,599,,,4,0,1,1,,,0,0,0,0
2,1,6,362,4494209,491803,4,,2,2,,,1,0,1,1
2,1,6,310,,,4,0,2,2,0,0,1,0,1,1
2,1,7,19,,,4,,2,2,2009,228,1,0,0,2
2,1,3,186,4748272,-311072,4,0,4,0,0,0,1,0,2,8
1,1,7,104,4444500,537000,3,61,2,2,36,100,3,13,0,1
2,2,6,512,,,4,0,2,2,,,1,0,1,0
2,1,6,103,0,0,3,120,2,2,0,0,1,6,0,3
2,2,1,528,4926320,120855,4,0,2,2,0,0,1,0,2,2
2,1,6,19,,,4,,2,4,2101,74,1,0,1,1
2,3,3,63,,,3,0,2,5,,,1,0,2,3
2,1,6,112,,,4,0,2,2,,,1,0,1,0
1,1,5,327,4809631,328045,3,272,2,2,2,290,1,3,2,9
1,1,4,29,,,1,43,1,2,1,900,1,0,2,4
2,2,6,19,,,9,0,2,2,,,1,0,1,0
1,1,7,58,,,2,0,3,4,42,600,1,0,0,9
2,1,2,109,,,4,0,2,2,0,0,1,0,2,3
1,1,4,72,,,1,6,3,4,445,800,1,0,2,4
1,1,7,477,,,1,126,2,2,6,100,1,16,0,8
1,1,3,68,0,0,3,14,2,0,45,0,1,0,2,8
2,3,6,118,4888910,235988,4,,2,4,,,0,0,1,0
2,4,6,512,,,4,0,3,5,,,1,0,1,3
2,1,3,111,,,4,0,2,2,,,1,0,2,8
2,2,6,20,,,3,0,2,2,0,100,0,0,1,2
1,1,7,612,,,1,1,0,8,42,800,0,0,0,0
2,2,4,129,4962910,-164110,3,64,2,2,0,0,1,0,2,4
2,1,6,512,,,4,0,1,4,,,1,0,1,0
2,2,3,724,,,4,0,2,2,,,1,15,2,3
1,1,2,389,,,4,38300,3,4,35,900,1,0,2,4
2,1,6,14,,,3,0,1,3,,,1,0,1,1
2,1,3,116,,,4,0,2,2,,,1,0,2,7
2,2,3,7,,,4,0,2,2,3,138,1,0,2,1
2,1,3,266,,,4,0,0,1,,,5,1,9,2
2,1,6,599,,,4,0,2,1,,,1,0,1,2
2,1,3,16,,,4,,2,2,2009,0,1,0,2,8
1,1,6,224,,,9,0,1,2,,,1,0,2,8
2,5,7,117,,,4,0,1,3,,,1,0,2,0
2,1,6,200,,,4,0,2,2,,,1,0,2,6
2,4,3,32,,,9,0,2,2,,,1,0,2,8
2,1,7,555,,,4,0,2,1,,,1,0,2,3
2,1,6,238,4809570,-162633,4,,2,2,,,1,0,1,1
1,1,1,223,4418243,418333,3,16,2,1,8,200,1,0,2,2
2,1,6,55,,,4,0,4,0,,,1,0,2,3
2,3,2,491,,,3,0,2,2,,,1,0,2,4
2,2,3,99,4706078,-86535,4,0,2,2,,,1,0,2,2
2,1,2,337,4841864,135594,3,114,3,0,,,1,14,2,3
1,2,3,73,4651473,-115987,3,44,0,0,26,542,1,0,2,8
1,6,3,278,,,3,0,2,2,,,1,0,2,3
2,9,6,172,4,0,4,0,2,2,,,1,0,1,2
2,1,2,116,,,4,0,3,3,,,1,0,2,4
2,2,3,350,,,4,0,2,2,,,1,0,2,5
2,1,6,599,4914800,140900,3,6015,2,2,0,0,4,6,0,1
2,1,1,22,0,0,2,113,2,0,14,800,1,0,2,8
2,1,2,119,,,4,0,1,4,23,800,1,0,2,6
1,1,1,139,,,3,0,2,2,56,0,1,0,2,3
2,2,3,116,,,4,0,1,1,,,1,8,0,8
2,1,6,218,4544251,439895,4,0,2,2,,,1,0,1,4
1,3,6,117,,,3,9,2,2,,,1,12,0,1
1,1,3,13,,,2,6,2,2,2,500,1,0,2,8
2,1,3,15,,,4,0,2,2,,,1,0,2,3
2,1,2,116,,,4,0,2,2,,,1,0,2,2
2,9,6,85,,,3,21,2,3,,,1,0,2,3
2,1,7,172,,,4,0,2,2,,,1,0,0,0
2,1,3,118,,,4,0,1,2,,,1,0,2,5
1,1,6,240,4753300,-280000,3,780,2,2,17,200,3,2,0,1
1,1,2,162,,,1,630,3,4,12,500,1,0,2,6
1,9,1,28,0,0,3,8051,2,2,9,700,1,0,2,3
1,1,4,137,,,1,57,3,2,2,300,1,0,2,9
2,1,3,120,,,4,0,2,1,,,1,0,2,3
1,1,7,300,,,2,0,3,2,8,0,1,5,0,0
1,1,1,398,4917106,228652,3,929,2,2,0,400,1,0,2,1
2,1,1,192,0,0,3,62,2,2,5,32,1,0,2,7
2,3,6,395,,,4,0,0,2,,,1,0,1,1
2,1,2,7,,,4,0,2,2,1,0,1,0,9,7
2,1,2,44,,,4,0,2,1,,,1,0,2,5
1,1,1,243,4838300,-349500,3,787,2,2,0,0,1,0,2,1
2,4,6,185,4515860,570430,1,480,1,,,,,0,2,4
2,3,3,70,,,4,0,2,2,,,1,0,0,1
2,2,3,109,4721900,-155859,4,,0,1,,,0,0,2,0
1,1,4,64,4888600,247273,1,86,3,3,14,400,1,0,2,9
2,2,3,66,,,2,0,3,3,0,1,1,0,2,7
2,1,6,128,0,0,4,0,2,0,0,0,1,0,1,2
2,2,3,107,,,4,0,2,6,,,1,0,2,3
2,1,3,88,,,4,0,2,2,,,1,0,2,3
2,5,3,55,,,4,0,1,2,,,1,0,2,3
2,1,2,55,,,4,0,2,1,,,1,0,2,4
2,3,3,109,,,4,0,3,1,1,0,1,0,2,2
2,1,1,112,0,0,4,0,2,2,0,0,0,0,2,1
2,1,3,19,,,4,,2,2,2009,22,1,0,2,3
1,1,3,3,0,0,3,2,2,2,0,0,1,0,2,6
2,1,3,244,4577031,478884,4,0,2,2,,,1,0,2,2
2,1,6,88,,,4,0,0,1,,,0,0,1,0
2,3,2,108,,,4,0,2,1,,,0,0,2,4
2,6,6,672,,,4,0,2,2,,,0,0,1,0
1,1,4,261,0,0,1,10,3,3,208,500,1,0,0,5
1,1,3,1,4694500,71100,3,750,2,0,12,650,1,0,2,2
2,1,6,502,4911090,-106532,4,616,2,2,,,1,0,1,3
2,1,2,18,,,4,,3,4,5105,2350,1,0,2,4
2,1,6,51,,,2,0,3,0,,,1,0,2,1
1,1,1,373,0,0,3,1,2,2,17,500,1,0,2,1
2,1,7,206,4307000,221500,3,623,2,1,0,0,3,0,0,7
2,1,2,12,,,4,307,2,0,,,1,0,2,4
1,6,7,228,0,0,2,21,2,2,0,0,1,14,0,2
2,1,7,76,,,2,,2,4,,,1,0,0,7
1,1,6,50,0,0,3,27,2,1,5,600,1,4,0,1
2,1,6,56,,,4,,0,0,,,4,0,1,1
2,1,3,512,,,9,0,3,2,,,1,0,9,5
1,1,6,189,0,0,3,611,2,2,11,500,3,2,0,6
2,1,1,30,0,0,3,12,3,2,0,0,1,0,2,7
2,1,1,443,4984760,190650,3,224,2,2,29,0,1,0,9,4
2,2,4,55,4331387,540563,4,0,0,4,,,1,0,2,4
2,1,3,52,,,3,0,2,5,1,0,1,0,2,3
2,1,6,62,,,2,13,1,2,3,600,1,4,0,2
2,1,4,56,,,4,0,3,2,,,1,0,2,4
2,1,3,55,,,4,0,2,4,0,0,1,0,2,8
2,6,3,198,,,4,0,2,2,,,1,0,2,8
2,9,6,131,,,9,0,2,1,,,1,0,9,8
2,1,6,15,,,4,0,2,2,0,,1,2,0,7
2,1,6,416,,,4,0,1,2,,,1,1,0,1
1,1,3,129,4330611,-40038,3,834,2,2,34,,1,0,2,8
1,1,3,28,4877800,244234,2,406,1,2,0,600,1,0,2,7
2,1,6,8,4396540,666810,3,908,2,2,2,1,1,0,1,1
2,5,6,114,,,4,0,2,2,,,1,0,1,1
1,1,1,272,0,0,3,178,2,2,0,0,1,0,2,2
2,6,3,214,,,4,0,0,2,,,1,0,2,5
2,1,7,382,,,4,0,1,1,,,1,1,9,3
2,1,2,187,4603463,405230,4,0,2,2,,,1,0,2,5
1,1,3,41,4141299,917500,2,198,2,2,1,400,1,0,2,6
2,2,3,261,,,4,0,3,2,,,1,0,2,6
2,2,3,112,,,4,0,2,2,,,1,0,2,1
2,2,7,12,,,4,102,1,1,,,1,0,1,8
1,1,7,247,4,0,3,9,2,0,12,800,3,0,0,1
2,3,3,218,4,0,4,0,1,1,,,1,2,2,2
2,1,6,70,,,4,0,2,2,,,1,0,1,3
2,1,7,108,,,4,0,2,2,,,1,0,0,1
1,1,6,242,4783132,551764,3,26,0,2,23,700,1,13,0,9
1,1,7,198,4,0,3,675,2,2,23,0,3,13,0,1
2,1,2,550,,,4,0,2,2,,,1,14,0,4
2,2,1,129,4,-,4,841,3,5,0,0,1,0,2,1
2,1,6,387,4829358,408362,4,,2,2,,,1,0,1,2
1,2,3,263,0,0,4,2,2,0,0,0,1,0,2,8
2,1,6,55,,,4,0,1,0,,,1,0,1,1
1,2,3,5,4879100,759100,3,25,2,0,5,330,1,0,2,3
1,1,6,125,4394100,124500,3,50,2,0,5,900,3,0,0,0
1,1,5,249,,,1,630,3,6,2,0,1,0,2,5
1,1,6,85,0,0,1,20,3,4,178,400,1,3,2,1
1,1,3,171,4827900,-203399,3,220,2,0,13,350,1,0,2,8
1,1,2,206,4852960,-297334,2,12,3,2,75,300,1,0,2,4
2,2,3,120,,,4,0,2,2,,,1,0,2,7
1,1,3,377,,,1,10,3,6,2,600,1,0,2,8
2,3,2,52,4,0,4,0,2,2,0,0,1,0,0,4
2,3,6,185,4518030,571465,2,532,2,4,0,0,1,0,1,3
2,1,3,110,0,0,3,207,2,2,0,0,1,0,0,8
2,3,7,18,,,4,0,2,2,,,1,0,1,3
2,1,2,215,0,0,9,0,2,2,0,0,1,0,0,5
2,1,2,205,4329203,540087,4,0,1,3,,,1,0,2,1
2,1,6,48,,,4,0,2,2,,,1,0,1,2
2,1,6,555,,,4,0,2,4,,,1,0,1,1
2,1,6,692,,,4,0,2,2,,,1,0,1,2
2,1,7,88,4370296,725950,4,0,2,3,,,1,0,0,7
2,1,3,118,,,4,0,2,2,,,5,0,2,8
2,3,1,55,,,4,1,2,2,,,1,0,2,3
2,1,3,312,4353760,-145829,3,181,2,0,0,252,5,0,2,2
1,1,3,89,,,3,0,2,2,0,0,1,0,2,2
2,1,6,77,,,4,0,2,2,,,1,0,1,0
1,6,2,159,,,3,0,4,2,0,1,1,0,2,6
2,1,7,121,,,9,0,0,0,,,4,12,0,0
2,1,6,545,5054656,193539,3,343,2,0,38,0,1,13,0,3
2,6,1,5,4330550,557273,3,44,1,0,0,0,1,0,2,1
1,1,1,428,4548500,86800,4,205,2,1,0,0,1,0,2,3
2,6,1,198,0,0,4,0,2,2,0,0,1,0,2,7
2,2,3,55,,,4,1,1,3,,,1,0,2,3
2,1,6,295,,,4,0,2,2,,,1,0,1,3
1,1,6,25,0,0,2,165,3,0,38,70,1,0,0,7
1,6,2,65,,,4,0,2,2,0,1,1,14,2,4
2,1,6,387,0,0,4,0,2,4,,,1,1,0,2
1,1,3,7,,,4,0,2,2,1,0,1,1,2,8
1,1,4,689,,,1,6,3,6,8,500,1,0,2,4
2,3,3,395,,,4,0,1,1,,,1,0,2,8
1,1,7,303,4575670,642690,3,109,2,2,3,100,3,0,0,0
2,1,6,116,,,4,0,2,2,,,1,0,1,2
2,3,1,351,4951485,10508,3,147,2,2,3,320,1,0,2,3
1,1,6,351,,,5,0,0,0,,,1,2,0,8
1,1,6,13,0,0,1,1,3,4,3,200,1,4,0,9
2,2,3,299,,,4,0,2,1,,,1,0,2,3
2,1,6,2,,,4,0,2,1,,,1,0,1,1
2,3,5,159,,,4,0,2,2,,,1,0,2,8
1,3,1,241,,,3,0,2,2,,,1,0,2,1
2,1,6,362,,,4,0,2,2,,,1,0,1,1
2,2,6,119,4887840,237423,4,,2,3,,,1,0,2,8
2,1,2,55,,,4,0,3,2,,,1,0,2,6
2,1,6,193,,,4,0,0,2,1,0,1,0,2,7
2,1,6,231,4732652,504421,4,0,1,2,,,1,0,1,1
2,1,6,48,,,4,0,2,1,,,1,0,1,1
2,3,3,121,,,9,0,2,2,,,1,0,2,2
2,2,6,8,,,4,0,2,2,0,1,0,0,1,1
1,1,6,152,4819824,-357845,3,769,0,0,0,0,1,0,0,9
2,1,6,55,4327959,535353,4,0,2,4,,,1,1,0,1
2,1,5,350,,,4,0,2,4,,,1,0,2,2
2,1,6,68,,,9,0,2,1,,,1,0,1,1
2,1,6,50,,,4,0,2,2,,,1,0,1,2
2,1,2,118,,,4,0,2,4,,,1,0,2,8
2,1,7,121,4774708,-339339,9,0,2,0,,,1,0,1,1
1,1,6,120,0,0,2,193,2,4,147,,1,8,0,1
2,1,3,302,,,4,0,3,2,,,1,0,2,8
1,1,1,5,4372700,-4600,3,25,2,2,5,400,1,0,2,3
2,1,6,12,,,4,116,1,0,,,1,0,9,1
1,1,7,228,0,0,3,83,2,2,0,0,1,0,0,0
2,1,7,118,,,4,0,1,1,,,0,0,0,0
2,1,6,282,4580314,32653,3,6,2,2,28,300,3,13,0,1
2,3,3,88,,,4,0,2,3,,,1,0,2,3
2,1,3,29,,,4,0,2,4,,,1,0,2,1
2,1,6,388,,,4,0,2,2,1,0,1,0,2,6
2,2,3,147,,,4,0,1,2,23,729,1,0,2,8
1,1,1,157,0,0,3,67,2,2,3,700,1,0,2,3
2,1,3,87,,,4,0,2,2,,,1,0,2,3
2,1,7,85,,,4,0,2,2,,,1,0,0,1
1,1,3,517,4712000,497600,3,35,0,0,27,900,1,0,2,8
1,1,7,100,0,0,3,29,2,2,0,0,1,16,0,9
2,2,3,117,,,4,0,2,2,,,1,0,2,7
2,1,6,425,0,0,4,0,2,2,0,0,1,0,0,8
1,1,1,134,4406400,148800,3,115,2,2,0,0,1,0,2,1
1,1,2,33,,,1,55,3,2,24,0,1,0,2,4
2,1,6,175,0,0,3,124,2,2,,609,1,6,0,1
1,1,1,453,4855300,275300,3,408,2,2,8,900,1,0,2,1
2,1,6,172,4852341,-224013,3,768,3,2,25,1080,1,11,0,1
2,1,6,114,4870138,250638,4,0,1,1,0,0,1,1,0,2
2,2,3,463,,,3,955,3,2,0,0,1,0,2,1
2,1,6,507,0,0,3,421,2,0,0,0,1,6,0,3
2,3,3,29,,,3,0,2,3,,,4,7,2,7
1,1,3,182,0,0,3,904,2,2,3,800,1,0,2,8
2,1,2,55,,,5,0,1,2,0,0,1,4,2,9
1,1,7,92,4724483,-68203,1,87,3,4,23,800,3,0,0,2
2,2,1,299,,,4,0,2,1,,,1,0,9,2
2,1,2,382,,,4,,1,3,,,0,0,2,1
1,1,5,247,4155799,927300,2,198,2,0,20,800,1,13,2,8
1,1,6,289,4746651,-69140,1,11,1,1,275,100,2,3,0,2
1,1,5,116,0,0,2,203,2,2,23,500,1,3,2,5
2,1,3,55,,,4,1,2,2,,,1,0,2,6
2,1,3,71,,,9,0,2,2,,,1,0,2,3
2,1,1,113,,,3,943,2,2,,,1,0,2,1
2,5,3,117,,,4,0,2,0,,,1,0,2,7
2,1,7,7,,,4,0,2,2,,,1,0,0,1
1,1,1,270,4359200,383600,3,132,2,2,0,0,1,0,2,7
1,1,4,61,4455750,605573,3,994,2,2,67,450,1,0,2,4
2,1,3,12,,,3,2,2,2,,,1,0,2,8
1,1,3,270,0,0,4,0,2,0,0,0,1,0,2,2
2,1,3,79,,,4,0,4,2,,,1,0,2,8
1,1,7,161,,,1,6,3,6,13,300,1,0,0,7
2,7,6,70,4856600,-315000,6,0,0,0,0,0,0,0,1,3
2,1,4,113,,,4,0,1,3,,,1,0,2,4
1,1,1,306,0,0,2,20,2,2,55,200,3,7,2,1
2,1,6,97,0,0,3,23,2,0,23,0,3,6,0,2
2,1,1,105,4541900,555600,2,75,2,2,0,0,1,0,2,3
2,1,1,107,4772438,-338259,3,0,3,4,,,1,0,2,3
2,1,6,77,4,0,2,186,2,3,0,0,1,0,1,1
2,3,3,32,,,4,0,2,2,,,1,0,2,3
2,1,2,55,,,4,0,2,4,0,0,1,0,2,4
2,2,3,6,,,4,,2,6,1009,0,1,0,2,8
2,1,6,8,,,3,40,1,1,,,4,0,1,4
1,1,2,327,4593600,313500,1,71,3,4,370,220,1,0,2,4
2,3,3,55,,,4,0,2,1,0,0,1,0,2,7
2,2,3,387,,,4,0,1,1,,,1,0,2,7
2,1,3,495,4727900,611400,3,683,2,2,41,150,1,0,2,3
1,1,7,338,0,0,3,1,2,2,4,0,3,13,0,9
2,1,6,55,,,4,1,2,2,,,1,0,0,0
2,1,3,117,,,4,0,2,2,,,1,0,2,6
2,1,6,29,,,3,0,2,4,,,1,0,1,1
2,1,3,344,4537200,480000,2,7,2,3,0,0,1,0,0,3
1,1,7,1,5039645,269686,3,57,2,2,4,500,1,0,0,7
2,5,6,106,,,4,0,2,2,1,0,3,14,0,1
2,1,3,40,,,3,0,2,2,,,1,0,2,6
2,4,2,69,,,4,0,2,2,,,1,0,2,6
2,1,6,36,4781942,-334454,4,0,2,0,0,0,1,0,5,1
1,1,6,87,0,0,1,9,1,2,1,0,3,2,0,9
2,3,3,395,,,4,0,1,0,,,0,0,2,6
1,1,7,82,4924400,342200,3,22,2,2,40,500,1,13,0,3
1,3,3,18,4758940,135196,3,951,2,3,29,865,1,0,2,2
1,1,7,521,,,2,104,1,2,40,500,1,0,0,8
1,1,4,374,0,0,1,61,3,3,259,200,1,0,2,6
2,2,3,85,,,3,941,2,6,37,0,1,0,2,7
2,3,3,28,4318366,561017,3,40,2,2,,,1,0,2,8
2,1,7,15,,,2,0,2,2,,,4,12,0,2
2,2,6,115,,,4,0,2,0,,,1,0,1,1
1,1,7,230,4840210,183825,3,17,2,2,71,269,3,16,0,1
2,1,6,7,,,3,0,2,2,0,1,1,1,0,0
2,1,6,113,,,4,0,1,1,,,1,0,1,2
1,1,6,118,0,0,1,35,3,2,0,0,1,16,0,0
2,2,7,582,4896650,226930,3,141,3,4,0,550,1,16,0,7
2,1,6,113,,,4,0,2,2,,,1,0,2,4
2,1,3,345,,,4,0,2,2,0,0,1,0,2,3
2,1,6,55,4329738,542695,4,0,2,2,,,0,3,0,1
2,1,6,65,4875830,236127,4,0,1,1,0,0,1,0,1,2
2,2,3,114,,,4,0,2,2,,,1,0,2,2
2,2,3,108,0,0,4,,2,2,,,1,0,2,1
1,1,7,27,,,1,1,1,2,7,0,1,3,0,1
2,6,3,555,,,4,0,2,0,0,0,1,0,2,7
2,1,6,72,,,4,0,2,2,,,1,0,0,0
2,1,2,69,,,3,0,2,2,,,1,0,2,4
2,1,2,117,,,4,0,2,1,,,1,0,2,4
1,1,7,18,4761680,132874,3,200,3,2,1,0,3,0,0,9
2,1,3,18,,,4,,2,4,2009,52,1,0,2,6
2,3,6,10,,,2,,2,0,,,1,0,0,1
2,1,6,123,,,4,0,2,2,,,1,0,1,1
1,1,4,238,4808276,-169757,2,136,1,0,11,0,1,0,2,4
2,1,6,113,4578729,310602,4,0,1,1,,,1,0,1,4
2,2,3,143,4787000,46000,3,13,2,2,0,0,1,0,2,7
2,1,3,112,,,4,0,2,8,32,700,1,0,2,3
2,3,3,83,4377100,749200,4,0,2,4,,,1,0,2,3
2,1,6,116,,,4,0,1,4,14,300,1,14,2,8
1,1,6,256,4,0,3,263,3,4,6,300,1,6,0,1
2,1,2,11,4877300,248296,2,19,2,4,14,200,1,0,2,4
2,1,6,440,,,4,0,1,2,,,1,0,1,6
2,3,3,127,0,0,3,2,2,0,0,0,1,0,2,8
2,1,3,207,4245200,950800,2,198,2,2,137,400,1,0,2,3
2,1,6,482,,,4,0,2,3,,,1,11,0,1
1,1,2,692,,,4,0,3,2,0,0,1,0,2,5
2,1,7,133,4535310,562051,4,,2,2,,,3,4,0,7
2,2,1,48,4887280,244666,4,0,0,2,0,0,1,0,2,3
2,1,6,212,0,0,3,13,2,2,41,100,4,4,1,1
2,2,3,1,,,4,,1,4,1009,0,1,0,2,3
2,1,6,482,,,4,0,3,4,,,0,1,0,2
1,1,2,85,0,0,3,928,2,0,0,0,1,0,2,4
2,1,7,291,,,3,0,2,2,5,301,1,0,1,1
2,1,2,225,0,0,3,231,2,0,0,0,1,0,2,4
2,7,3,114,,,4,0,1,4,,,5,0,2,2
2,3,3,149,,,4,0,2,2,,,1,0,2,8
1,1,1,36,,,1,86,1,3,9,700,1,0,2,6
2,2,7,55,,,2,0,2,5,,,1,0,1,2
1,1,7,40,0,0,3,769,2,2,12,968,1,16,0,1
2,1,6,64,,,3,0,2,2,,,1,0,1,0
1,1,7,188,4515500,101000,4,205,2,2,2,7,1,0,0,8
2,2,3,21,,,4,0,2,4,,,1,0,2,1
2,1,1,55,,,4,0,2,2,0,0,1,0,2,3
2,1,6,23,4488940,663355,3,136,2,2,0,85,4,12,0,7
